	Sample_1	Sample_2
CWF19L1	2.625198072	2.608888379
CWF19L2	2.68035088	1.908342175
CWH43	1.561586892	0
CX3CL1	4.326862632	2.210040949
CX3CR1	0.956260124	0.698896088
CXADR	2.248817133	3.394312213
CXCL1	1.54453439	3.896354187
CXCL10	1.407470292	3.785461335
CXCL11	0.486350749	1.463792217
CXCL12	3.381257557	1.655463599
CXCL13	0.628380538	3.745658848
CXCL14	2.520762533	4.401727994
CXCL16	3.69243941	5.367791315
CXCL17	3.953173181	1.505410116
CXCL2	2.842519526	4.507879769
CXCL3	0.561956026	3.467770895
CXCL5	0	2.03858807
CXCL6	0.560708377	2.702868378
CXCL8	0.317494787	5.708037153
CXCL9	1.656791306	3.995679344
CXCR2	1.180536933	0
CXCR2P1	0	1.815095821
CXCR3	0.558988609	1.928461343
CXCR4	3.268119287	5.112048996
CXCR5	3.659493331	2.339153727
CXCR6	0.392184206	2.386449484
CXorf38	1.760821627	3.137859417
CXXC1	3.8114176	3.241217236
CXXC4	0.484049734	0.410834565
CXXC5	3.931288916	4.500560542
CYB561	3.036239509	3.764010199
CYB561A3	2.358588218	2.981717414
CYB561D1	2.193308538	1.986697848
CYB561D2	2.740094176	3.126811243
CYB5A	2.178878872	3.005426895
CYB5B	3.008475442	3.036915217
CYB5D1	0.665770024	0.996838207
CYB5D2	2.994754991	2.630509501
CYB5R1	3.177537031	3.003357153
CYB5R2	2.333366827	1.812998902
CYB5R3	5.632767396	3.997459971
CYB5R4	1.254887181	2.868204682
CYB5RL	1.261533429	1.100368913
CYBA	4.68486451	5.824409155
CYBB	2.228621884	4.699331927
CYBC1	3.214581223	3.592390532
CYBRD1	4.680982552	3.515542294
CYC1	5.118074938	5.001425372
CYCS	4.03601056	3.704864764
CYFIP1	2.810990637	3.834185276
CYFIP2	1.658339172	2.518795073
CYGB	3.504520693	3.093912928
CYLD	2.443973439	2.26415003
CYLD-AS1	0.763300164	1.245132043
CYP11A1	0.220177529	0.391371381
CYP19A1	0.016410141	0.339104922
CYP1A1	0	1.91185805
CYP1B1	2.322699736	3.738944041
CYP1B1-AS1	0.235335238	1.814306355
CYP20A1	2.016678962	1.741948409
CYP24A1	0.783378574	2.46759255
CYP26B1	1.150976578	0.915454496
CYP27A1	3.703633518	5.679103865
CYP27B1	0.821480796	3.102837384
CYP27C1	1.31711936	0.107669973
CYP2C18	0.166444776	0.277773211
CYP2C8	0.200744794	0.057285655
CYP2C9	0.128791231	0
CYP2D6	1.181627319	0.896445562
CYP2D7	0.787286664	0.07416528
CYP2E1	0.802831937	0.336270547
CYP2J2	2.506094635	1.812366792
CYP2R1	2.42200369	2.116955775
CYP2S1	1.49149596	2.274596801
CYP2T1P	2.016027362	0.733333979
CYP2U1	2.652594519	1.178310106
CYP2U1-AS1	0.806704202	0.792127804
CYP2W1	0.530320443	2.817881668
CYP39A1	1.933937774	1.373225531
CYP3A5	1.922503273	1.079708388
CYP46A1	0.565292594	0.061311323
CYP4B1	3.385231007	0.545544253
CYP4F11	1.465965318	1.850199238
CYP4F12	1.965251401	2.156789351
CYP4F22	2.198111315	3.078592651
CYP4F23P	1.270060298	1.984690662
CYP4F26P	0.957350689	0
CYP4F29P	3.261757241	2.788046389
CYP4F3	1.138843272	1.984333562
CYP4F35P	0.878004526	0.18709259
CYP4F8	1.572357069	0
CYP4V2	2.462701631	2.269894772
CYP4X1	2.553590415	0.736272644
CYP4Z1	0.481937295	0
CYP4Z2P	0.87388508	0
CYP51A1	0.244199957	0.984582259
CYP7B1	1.469382158	0.600908008
CYREN	2.765399773	3.249219397
CYRIA	1.990904355	2.873492709
CYRIB	2.369912286	3.417122733
CYS1	3.497502121	0.188829177
CYSLTR1	0.501541213	1.05083543
CYSLTR2	0.144747098	1.164063847
CYSRT1	2.589724469	3.816777301
CYSTM1	4.070657963	4.327040999
CYTH1	2.307155314	3.547571368
CYTH2	3.19938147	2.510961327
CYTH3	3.191010256	2.19693476
CYTH4	1.418840616	3.615313426
CYTIP	1.549403828	3.746037245
CYTL1	1.302623732	1.702408468
CYTOR	0.50804457	0.54660752
CYYR1	2.323198761	0.837889483
CZIB	3.865983733	2.60852367
D2HGDH	2.938195064	2.508448377
DAAM1	2.744304889	1.90053501
DAAM2	2.841751929	0.648922333
DAAM2-AS1	1.448147622	0.042259313
DAB1	0.018298735	0.019400871
DAB2	2.80797306	4.024244354
DAB2IP	3.680969174	3.116002778
DACH1	0.558893463	0.103958797
DACH2	0.228950566	0
DACT1	3.471363582	0.856687436
DACT2	0.179860174	0
DACT3	4.731402422	0.666394764
DAD1	5.769531052	5.702361275
DAG1	3.928417884	3.31663074
DAGLA	1.423130623	1.956019626
DAGLB	2.219027624	2.382861773
DALRD3	4.412198259	3.879413153
DANCR	2.508644786	1.27725609
DAP	4.64580349	4.313129137
DAP-DT	3.646966532	3.536662561
DAP3	3.7563315	3.690810103
DAPK1	2.219495627	3.564579891
DAPK2	0.7103368	0.475346362
DAPK3	4.651757676	3.367630615
DAPL1	2.358684222	0.105838631
DAPP1	1.333681781	2.635883386
DARS1	3.910371719	4.013144868
DARS1-AS1	0.79323677	1.006037534
DARS2	1.514325728	2.415889801
DAXX	2.895447372	2.912978546
DAZAP1	3.739007592	3.420412946
DAZAP2	4.655451113	4.824753117
DBF4	1.997814688	1.934919962
DBF4B	1.581806599	0.937090059
DBH-AS1	1.168302565	1.799800812
DBI	4.070727274	4.395281786
DBIL5P	0.419304151	0.104825187
DBN1	4.115517309	2.80794081
DBNDD1	1.847519599	2.087096454
DBNDD2	1.782396772	0.429439853
DBNL	3.365610943	3.295692491
DBP	2.737601607	1.955521075
DBR1	2.579828186	2.784168198
DBT	2.23207717	1.784029429
DCAF1	2.225156054	2.665954165
DCAF10	2.486271978	2.485605121
DCAF11	2.00609986	2.448946674
DCAF12	3.1400268	3.508447217
DCAF12L2	0.788049594	0.492262866
DCAF13	2.399708117	2.463163816
DCAF15	3.441520912	2.969621361
DCAF16	2.931151811	2.790942014
DCAF17	2.457189173	2.049199062
DCAF4	2.242101213	1.60571046
DCAF4L1	0.465070296	0.342375566
DCAF5	3.175833049	2.96455195
DCAF6	3.290277165	3.434077825
DCAF7	3.533033116	4.175646198
DCAF8	2.920340647	2.418706728
DCAKD	3.532607793	2.914185731
DCBLD1	2.152604221	2.044449914
DCBLD2	3.012926322	1.797706477
DCDC2	0.309151691	0.235905345
DCDC2B	1.418745931	1.167808383
DCHS1	3.716374168	1.669139791
DCHS1-AS1	5.32416507	2.585284091
DCK	2.825149436	3.592505328
DCLK1	0.829878522	0.321175094
DCLK2	2.410213463	0.850113315
DCLK3	0.048822866	0
DCLRE1A	1.582074504	2.157716472
DCLRE1B	1.71891833	2.457018631
DCLRE1C	1.591404997	1.598981609
DCN	5.149100825	3.003036972
DCP1A	2.443401315	2.638618122
DCP1B	2.267069618	1.429527434
DCP2	1.952430911	2.497229094
DCPS	2.16114892	1.906025189
DCST1	0.392309249	0.045287185
DCST1-AS1	1.05293884	1.15041625
DCST2	1.66170441	0.134973365
DCTD	4.171784969	3.98249972
DCTN1	3.152233955	2.991607425
DCTN1-AS1	0.371585777	0.559731466
DCTN2	3.51175739	3.138396184
DCTN3	3.620408472	3.047048217
DCTN4	3.217986554	3.040442044
DCTN5	2.589645829	2.797014442
DCTN6	3.459164562	2.94595107
DCTN6-DT	2.192596029	2.798295147
DCTPP1	3.914559166	3.845406568
DCUN1D1	2.533656468	2.671553119
DCUN1D2	2.745371067	2.106275394
DCUN1D3	2.338733528	1.899440858
DCUN1D4	2.709839639	2.251004778
DCUN1D5	1.538971677	1.719930696
DCXR	3.93655971	4.099012478
DDA1	3.707256361	2.987752287
DDAH1	2.860880357	1.521620808
DDAH2	4.516608115	3.676291715
DDB1	3.10859578	3.319515145
DDB2	2.918306265	2.806403298
DDHD1	1.262546544	2.087842491
DDHD2	2.744403908	2.344130031
DDI2	1.719233499	2.464895294
DDIAS	0.727959645	1.418486
DDIT3	3.930483336	3.157971162
DDIT4	5.422729342	5.489046201
DDIT4L	0.089063527	0.967154939
DDN	0.413252925	0.482672147
DDN-AS1	2.003874715	1.489994657
DDO	2.168295492	2.058439879
DDOST	4.813191064	5.32633617
DDR1	2.664489465	3.054268737
DDR2	3.603975815	1.862183805
DDRGK1	3.970059246	4.066108127
DDTL	3.835285147	3.669796017
DDX1	2.948807338	3.183963217
DDX10	1.348536107	1.777657027
DDX11	2.244221935	1.663640856
DDX11-AS1	0.69244099	0.037134701
DDX11L10	0.636709687	0
DDX11L2	2.300301572	0.554281324
DDX12P	2.037553426	1.311182713
DDX17	4.680200324	4.57718345
DDX18	2.913048947	2.992052077
DDX19A	2.206691995	1.376157339
DDX19A-DT	2.16820694	2.135251337
DDX19B	2.624819695	1.961451289
DDX20	1.603712381	1.886287878
DDX21	3.216739024	3.971334721
DDX23	3.701126965	3.551161487
DDX24	3.488059786	2.796191322
DDX27	3.197752041	2.867061021
DDX28	1.913628647	2.984170815
DDX31	2.302721395	2.012425781
DDX39A	4.352536928	3.711669998
DDX39B	0.607501243	0.477615357
DDX3X	3.475951936	4.439685187
DDX3Y	3.543672633	0
DDX41	3.793226567	3.547159914
DDX42	3.699402713	3.59115446
DDX43	1.511210741	0.052881595
DDX46	2.568280865	2.74053865
DDX47	0.347141515	0.677304824
DDX49	3.268258939	3.055163057
DDX5	5.288797287	5.346335994
DDX50	3.786148574	3.417629667
DDX51	2.253584279	1.433173918
DDX52	1.569697263	1.713608821
DDX54	3.740145875	3.673159982
DDX55	2.60560238	2.149742183
DDX56	4.221942623	3.493716785
DDX59	2.495711364	2.341050227
DDX6	3.084309626	3.140721473
DDX60	1.363960261	3.050596351
DDX60L	1.632805488	2.694602751
DEAF1	2.121247087	2.69475182
DECR1	3.197871049	3.428533965
DECR2	1.837442418	1.070327522
DEDD	3.688911849	3.568164429
DEDD2	3.195666693	3.445569952
DEF6	3.275891798	3.505333774
DEF8	3.35627412	3.044245214
DEFB1	4.604304628	1.324762147
DEGS1	4.901264381	4.42473132
DEGS2	2.943289972	2.567057974
DEK	3.651949129	4.016851514
DELE1	3.183238072	2.958492187
DELEC1	0.706800851	0.105461003
DENND10	1.953210806	2.351340714
DENND11	0.552739728	1.214541056
DENND1A	2.145470026	2.343580515
DENND1B	1.001202241	1.979707191
DENND1C	1.595543091	2.673944477
DENND2A	2.34994586	1.24900639
DENND2B	3.30190733	1.284748358
DENND2C	0.764289931	0.214675628
DENND2D	1.824587428	3.433901143
DENND3	1.779287419	2.317634898
DENND4A	1.838975231	2.048166411
DENND4B	2.770101486	3.305974187
DENND4C	2.511637099	3.339143595
DENND5A	2.409780612	2.428382058
DENND5B	1.135885884	0.695098553
DENND6A	2.852439363	2.751268546
DENND6A-AS1	1.575038119	2.722852179
DENND6B	2.380142356	1.950276054
DENR	3.696613392	3.79749097
DEPDC1	2.187434047	1.865946251
DEPDC1B	1.770349462	1.868749943
DEPDC4	0.112169483	0.507472736
DEPDC5	1.21794376	0.958990143
DEPDC7	0.655295109	0.164282419
DEPP1	5.770681167	3.674628873
DEPTOR	3.197125941	1.908596371
DERA	3.064493793	3.102117796
DERL1	3.180570508	3.372214995
DERL2	2.793382691	2.799387464
DERL3	1.164429453	1.588602131
DES	9.1426188	0.428457496
DESI1	3.338828936	3.301856271
DESI2	3.274336046	3.325831671
DET1	0.560884707	0.230159604
DEXI	3.141113491	2.82561689
DFFA	2.784822953	2.857127704
DFFB	1.308990982	2.034829713
DFFBP1	1.187535434	1.086638153
DGAT1	3.248166163	2.985663581
DGAT2	0.660132302	1.260327123
DGCR11	1.144682093	1.570364438
DGCR2	4.16613531	3.818218572
DGCR5	0.10216282	0.10805178
DGCR6	0.449138827	0.206299327
DGCR6L	5.107437951	4.562385978
DGCR8	2.949204862	2.429555016
DGKA	2.534773234	2.732465387
DGKD	2.039190473	2.76964012
DGKE	1.794458481	1.104423476
DGKG	0.738452813	0.61472285
DGKH	1.507975254	1.684709096
DGKI	0.690940865	0.09953993
DGKQ	3.129201741	2.730361417
DGKZ	3.207669691	3.43458701
DGKZP1	0.589852087	0.725493995
DGLUCY	2.914542816	3.032653228
DGUOK	4.427346845	3.883220418
DGUOK-AS1	3.889654845	3.043243954
DHCR24	4.555330448	3.272472526
DHCR7	2.803816871	2.413080554
DHDDS	2.404286226	2.756532279
DHDDS-AS1	0	0.21076114
DHDH	0.717090192	2.643950721
DHFR	2.906485924	2.944897225
DHFR2	1.764440397	1.750704461
DHODH	1.523090986	1.54705658
DHPS	2.001772536	0.806176168
DHRS1	2.410861259	2.521553708
DHRS11	1.438551738	1.364834371
DHRS12	2.337910421	1.129684423
DHRS13	2.095916712	3.09994606
DHRS2	1.147092449	5.807061521
DHRS3	4.234639777	4.531200744
DHRS4	3.024724829	3.176977389
DHRS4-AS1	1.187442841	1.622119683
DHRS4L2	1.282296169	1.866845822
DHRS7	3.17108014	3.913643932
DHRS7B	2.570565908	2.088251487
DHRS9	0.138667498	2.617537197
DHTKD1	2.240813708	2.793456916
DHX15	3.350855226	3.486853907
DHX16	3.263474262	3.052109343
DHX29	2.898444456	3.112712401
DHX30	3.602987914	3.340045924
DHX32	3.222377286	3.211607803
DHX33	2.274172513	2.460161715
DHX34	2.856612653	2.701301737
DHX35	2.381479956	1.908332367
DHX36	1.602318416	2.217786607
DHX37	2.169221573	2.515331483
DHX38	3.201025624	3.146199764
DHX40	2.438828494	2.944893342
DHX57	2.289645309	1.642532623
DHX58	2.945184334	3.254716659
DHX8	2.329280976	2.317884441
DHX9	3.659765954	4.084092079
DIABLO	0.058368813	0.506134878
DIAPH1	3.048333285	3.708059818
DIAPH2	2.272391796	2.093067705
DIAPH2-AS1	0.545057158	1.769675148
DIAPH3	0.72158622	1.455334063
DICER1	2.610282992	3.341165471
DICER1-AS1	1.538088256	0.72651276
DIDO1	2.972978744	2.58987596
DIMT1	2.320547196	2.061378903
DIO2	1.597795967	2.53727912
DIO3	1.095335587	0
DIO3OS	1.565052929	0
DIP2A	2.201386716	2.41720031
DIP2B	1.999531048	2.485246638
DIP2C	2.974550393	2.078991023
DIP2C-AS1	0.472004162	0.031493277
DIPK1A	3.257821714	2.287833086
DIPK1B	3.40960173	1.62864361
DIPK2A	2.636693387	4.856424823
DIPK2B	2.17723791	1.280135919
DIRAS1	2.354119766	0.57338228
DIRAS2	0.248787392	0.336137046
DIRAS3	1.982532024	0
DIRC3	0.364049778	0.252064358
DIRC3-AS1	0.21227045	0.223834708
DIS3	2.119021625	2.853142964
DIS3L	2.81228288	2.890800156
DIS3L2	2.096056567	1.668814173
DISC1	0.438238994	0.568976086
DISP1	1.013457679	1.280872421
DISP2	0.032278989	0.199182438
DISP3	1.201197445	0.047209795
DIXDC1	3.449155236	1.730895209
DKC1	3.43267749	3.46705835
DKK1	4.196029378	3.466898102
DKK2	1.891498578	0.157532284
DKK3	5.05464057	2.248528359
DKK4	0	1.496722025
DLAT	2.33656442	2.854172114
DLC1	1.374654741	0.618208032
DLD	3.458690955	3.812081414
DLEC1	2.22769327	1.483038517
DLEU1	0.416283144	0.802369907
DLEU2	0.884463941	1.314350996
DLEU7	0.329326711	0.762087403
DLG1	2.090032252	2.034597877
DLG1-AS1	0.462020067	0.188688256
DLG2	0.651288117	0
DLG3	2.621578379	3.24422577
DLG4	2.05517232	1.423285396
DLG5	2.204011426	1.888146423
DLGAP1	0.045147077	0
DLGAP1-AS1	2.044055599	1.977111453
DLGAP1-AS2	1.350251278	1.346938302
DLGAP3	0.3217146	0
DLGAP4	3.551266806	2.737443223
DLGAP4-AS1	3.509800639	2.494379746
DLGAP5	1.924810616	2.656210749
DLK2	3.260796387	0.898308591
DLL1	1.669330561	1.500980784
DLL3	0.277317483	0
DLL4	2.000728206	1.561309466
DLST	3.842102443	3.905819306
DLSTP1	0	0.883877914
DLX1	0	0
DLX3	1.149676378	0
DLX4	0.612799731	0
DLX5	0.148346546	0.517936838
DLX6	0	0
DLX6-AS1	0	0
DM1-AS	5.548860634	2.686727225
DMAC1	3.553670318	3.143207755
DMAC2	2.897256439	2.733332349
DMAC2L	2.45904925	2.168637478
DMAP1	3.892182197	2.570625324
DMBT1	0.029314516	0.160047691
DMBX1	0.555552276	0.496001796
DMC1	0.615469709	0
DMD	1.706078176	0.092358214
DMGDH	1.206989422	0.826303964
DMKN	2.555402968	1.783071571
DMPK	5.203184627	1.957155583
DMRT2	0.272589591	0.040712222
DMRTA1	0.717090192	0.100683397
DMRTA2	3.005256287	0
DMTF1	2.830584135	2.603046323
DMTN	3.781130442	3.367677832
DMWD	3.223561955	2.25786499
DMXL1	1.968073355	2.520737282
DMXL2	1.703718249	3.526637153
DNA2	1.506500472	1.233405173
DNAAF1	1.882832589	0.795886629
DNAAF2	2.705287861	2.864864487
DNAAF3	0.565400282	0.20212008
DNAAF3-AS1	0.518186989	0.593497165
DNAAF4	0.905574572	0.183713774
DNAAF5	2.446494125	2.632543396
DNAH1	1.15091744	1.3134648
DNAH10	0.201579112	0.103770232
DNAH11	1.036437836	2.097155208
DNAH14	0.777232015	0.079391227
DNAH17	0.985531063	0.918644518
DNAH17-AS1	0	0.254417929
DNAH2	0.417350349	0
DNAH3	0.376201466	0.490320654
DNAH5	0.234092656	0.448242611
DNAH6	0.088804968	0.021656106
DNAH7	0.11115755	0.079871129
DNAI4	0.49944536	0.287070569
DNAJA1	4.837686307	5.157068209
DNAJA2	3.900272372	3.500104606
DNAJA3	1.64496088	2.259391104
DNAJA4	3.043197523	3.23017415
DNAJB1	4.905370845	3.495817181
DNAJB11	2.039434512	2.347290204
DNAJB12	3.127349591	2.881645893
DNAJB13	0.096029898	1.533709665
DNAJB14	2.312108302	2.456500529
DNAJB2	3.755484427	3.086191743
DNAJB3	0	0.531258894
DNAJB4	3.914392912	2.06342116
DNAJB5	3.005541928	1.10986705
DNAJB6	3.228738365	2.505263182
DNAJB6P1	2.025200123	2.806398322
DNAJB7	0.596345443	0.793486681
DNAJB9	3.329419931	3.648544454
DNAJC1	3.553557507	3.588219603
DNAJC10	2.4801295	2.199916651
DNAJC11	3.21905669	3.218082728
DNAJC12	2.327986201	0.394806663
DNAJC13	2.796830259	3.140025544
DNAJC14	2.919869833	3.028425159
DNAJC15	2.817279221	2.360524955
DNAJC16	1.613891076	1.930186207
DNAJC17	2.345652936	2.816475495
DNAJC18	0.836834896	0.647415115
DNAJC19	3.191779367	2.539556481
DNAJC19P5	1.8398202	2.082164983
DNAJC2	2.580684693	2.415124497
DNAJC21	2.707662405	2.321905534
DNAJC22	2.030048255	1.121842971
DNAJC24	2.350767622	1.630078067
DNAJC25	2.500785758	2.217055012
DNAJC27	1.53040209	1.190380848
DNAJC27-AS1	0.343333149	0.097351097
DNAJC3	3.228710796	3.828348443
DNAJC3-DT	0.717090192	0.840789203
DNAJC30	3.389393081	2.828746974
DNAJC4	3.793654528	3.350216786
DNAJC5	3.930391981	4.040287035
DNAJC5B	0.205722507	2.738090557
DNAJC6	0.723761832	0.244026779
DNAJC7	2.77905182	2.539092197
DNAJC8	4.36045863	3.956087111
DNAJC9	3.673589825	3.349521486
DNAJC9-AS1	2.949412871	2.268433894
DNAL1	1.755676843	1.47707739
DNAL4	2.914796502	2.439778725
DNALI1	3.273767764	1.965917758
DNASE1	2.881809526	2.633802038
DNASE1L1	2.633713632	3.650210688
DNASE1L2	0.323058737	0.065247427
DNASE1L3	1.665396376	0.496358173
DNASE2	3.909131	4.724208517
DND1	3.13306166	2.590386075
DNER	0.192920116	0
DNHD1	1.174888086	0.690526943
DNLZ	0.928178963	0.288283049
DNM1	1.560770833	0.86555076
DNM1L	3.586314791	3.290626116
DNM1P35	0.717732181	0
DNM2	3.190496552	3.296061112
DNM3	0.95556375	0.510379259
DNM3OS	2.979605415	0.5543384
DNMBP	1.597849467	1.440721925
DNMBP-AS1	0.045360058	0.709886811
DNMT1	2.435217736	2.686992533
DNMT3A	2.057914192	1.522772832
DNMT3B	1.366457032	0.966765411
DNPEP	3.45642494	3.298817632
DNPH1	4.290668462	4.240564521
DNTTIP1	3.879058728	3.544212085
DNTTIP2	3.032733206	2.740931589
DOC2A	2.617452051	1.27494062
DOC2B	0.280423371	0.224589625
DOC2GP	0.864604766	0.505784578
DOCK1	3.019946697	2.765050136
DOCK10	0.741678592	2.55308566
DOCK11	1.750027717	2.772672633
DOCK2	0.635582586	2.868507975
DOCK3	0.937263026	0.985836837
DOCK4	1.004432226	2.27663744
DOCK5	2.075478735	2.306473816
DOCK6	2.520302498	1.071756449
DOCK7	1.389821534	1.948829173
DOCK8	0.888707737	2.821192129
DOCK8-AS1	0.622198277	1.090433176
DOCK9	2.01663319	1.964355325
DOCK9-DT	1.56892704	1.414922403
DOHH	3.804834912	3.018397394
DOK1	2.221086033	3.139108581
DOK2	1.823337342	4.121692941
DOK3	1.746937967	3.234085153
DOK4	3.328364383	1.936488745
DOK5	1.929496537	0.859648227
DOK6	0.363160009	0.060090561
DOK7	1.352657178	1.904740779
DOLK	2.887214412	2.840203996
DOLPP1	2.745995304	2.730670102
DONSON	3.394329944	3.378026431
DOP1A	2.40374384	2.18695594
DOP1B	1.706420784	2.983507208
DOT1L	1.831585723	2.733272929
DPAGT1	2.45929914	2.620915576
DPCD	3.254395952	3.129810512
DPEP1	0.377432754	0.195720949
DPEP2	0.586278947	2.754711652
DPF1	0.34125835	0.622136194
DPF2	3.105881357	2.299049836
DPF3	0.294067062	0.173596193
DPH1	2.222941131	1.98471351
DPH2	3.518789678	2.935017656
DPH3	2.871723231	2.785161417
DPH3P1	0.444700489	2.019545034
DPH5	3.044584441	2.412389107
DPH6	0.838481106	0.825013569
DPH7	2.905339559	2.422343188
DPM1	2.419251317	2.10318125
DPM2	3.596988317	3.223371075
DPM3	4.435548344	4.069937667
DPP10	0	0
DPP3	2.945617283	3.225932426
DPP4	0.312739822	2.913140997
DPP7	4.955316971	5.45295979
DPP8	2.497929367	2.320889399
DPP9	3.640636808	3.439215292
DPP9-AS1	2.588167537	2.712392753
DPY19L1	2.697142222	2.489114518
DPY19L1P1	1.885664055	1.524459023
DPY19L2	2.048956377	0.146851303
DPY19L2P1	0.126509685	0
DPY19L2P2	0.26227443	0.235151855
DPY19L2P3	0.956597053	1.147847643
DPY19L3	1.861354765	1.760625966
DPY19L3-DT	0	0
DPY19L4	2.745840614	2.577809652
DPY30	3.408491733	3.040827474
DPYD	2.220619945	3.36673743
DPYD-AS1	0.919701046	2.525892122
DPYSL2	3.685751449	2.847247471
DPYSL3	5.965815186	2.647992302
DPYSL4	1.972083707	0.287316524
DQX1	1.31015411	1.697606637
DR1	2.936868695	3.105741036
DRAM1	2.752883867	3.968154409
DRAM2	3.27627179	3.900776137
DRAP1	5.534694211	4.211972237
DRAXIN	0	0.337686285
DRC3	1.396988193	0.460639667
DRD1	1.053628735	0
DRD4	0	0
DRG1	3.8268353	3.639755419
DRG2	2.869617557	2.176101073
DRICH1	0	0
DROSHA	2.802270115	2.197523872
DRP2	1.538965807	0.134932264
DSC2	1.186492431	1.804416351
DSC3	2.402635079	0.037707455
DSCAML1	0	0.041188395
DSCC1	2.211579619	1.708462172
DSE	1.666508868	2.269852375
DSG1	0	0.215067273
DSG1-AS1	0	0
DSG2	2.176516139	3.004904441
DSG2-AS1	0.837313138	1.491636322
DSG3	0.300050123	0.614360881
DSN1	2.670040165	2.685386886
DSP	3.169619646	2.598367456
DST	3.491524812	1.674399514
DSTN	7.03191797	4.282517031
DSTNP1	1.386002371	1.906007181
DSTNP2	2.638922018	1.499761077
DSTYK	2.234526914	2.055049866
DTD1	1.827154482	1.704000396
DTD2	2.328133997	1.929076168
DTHD1	0.107405688	0.933585696
DTL	1.525473404	2.021608895
DTNA	2.988375573	0.679485466
DTNB	2.025005751	1.779473637
DTNB-AS1	2.548576629	2.49127017
DTNBP1	2.790582117	2.575739231
DTWD1	2.004921631	1.118955941
DTWD2	1.809939466	2.245638696
DTX1	0.147497673	1.171078519
DTX2	2.20561066	2.569420206
DTX2P1-UPK3BP1-PMS2P11	0.168256503	0.054050881
DTX3	3.782417973	1.312264481
DTX3L	3.174656665	4.204501961
DTX4	1.824934516	2.875838748
DTYMK	3.463337646	3.460435059
DUBR	1.186395078	0.539082509
DUOX1	1.709168344	1.426956266
DUOX2	0.933841857	0.542077266
DUOXA1	1.154672811	0.689939068
DUOXA2	0.950296015	0.594686645
DUS1L	4.072331588	3.839342941
DUS2	1.712431721	2.174174044
DUS3L	2.941521657	2.4366912
DUS4L-BCAP29	0.652814762	0.489160151
DUSP1	7.509116389	7.4054615
DUSP10	2.079984774	2.979626671
DUSP11	2.966014375	2.763763152
DUSP12	2.832412828	3.094326113
DUSP14	0.108268238	0.353857854
DUSP15	2.143288387	0.076824221
DUSP16	0.461570361	1.801850768
DUSP18	1.48567362	2.149929987
DUSP19	2.278532487	0.76780443
DUSP2	3.943567769	3.261021127
DUSP22	3.254890756	2.620877376
DUSP23	5.060342895	4.541527558
DUSP26	3.495853248	0
DUSP28	1.803313869	1.754488429
DUSP3	4.556380777	3.820814142
DUSP4	1.217123945	2.53477772
DUSP5	3.710663438	4.276892295
DUSP6	4.297111118	4.737251391
DUSP7	3.1264873	2.962382667
DUSP8	1.125072394	1.335906355
DUSP8P5	1.147792344	2.08058829
DUSP9	1.90820724	3.420867354
DUT	4.271036522	3.796939197
DUTP6	0.919945076	0
DUX4L27	0	0
DUX4L50	3.001358263	2.249446534
DUXAP8	0.632543937	1.090074468
DUXAP9	0.738821093	0.770092817
DVL1	4.156160604	3.695081661
DVL2	3.125783911	2.546283724
DVL3	4.286233688	3.715235523
DXO	2.940723427	1.688646485
DYM	2.305256015	2.432794937
DYNC1H1	3.292755867	3.063750341
DYNC1I1	1.885003177	0.062755361
DYNC1I2	3.675143654	3.673220281
DYNC1LI1	2.679153003	2.769757166
DYNC1LI2	3.935061251	3.347480383
DYNC2H1	1.088311794	0.833218084
DYNC2I1	2.411935684	1.935651203
DYNC2I2	4.514556122	3.689627953
DYNC2LI1	1.665411645	1.85339804
